InChI,Key,smiles,Formula,Weight,logP(o/w),b_rotN,vol,lip_violation,ASA_P,Natural,ChemicalName
"InChI=1S/C6H10N2O2/c1-4-7-3-2-5(8-4)6(9)10/h5H,2-3H2,1H3,(H,7,8)(H,9,10)",WQXNXVUDBPYKBA-UHFFFAOYSA-N,OC(=O)C1NC(=NCC1)C,C9H8O2,142.158,-0.3570,1,125.63,0,141.44197,1,"2-methyl-1,4,5,6-tetrahydropyrimidine-6-carboxylic acid"
"InChI=1S/C9H8O3/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-6,10H,(H,11,12)",DEDGUGJNLNLJSR-UHFFFAOYSA-N,OC(=Cc1ccccc1)C(O)=O,C10H11ClO3,164.15999,1.9980,2,153.50,0,137.04463,1,(<I>Z</I>)-2-hydroxy-3-phenyl-prop-2-enoic acid
"InChI=1S/C30H27N3O15/c34-19-7-1-4-13(22(19)37)25(40)31-16-10-46-29(44)18(33-27(42)15-6-3-9-21(36)24(15)39)12-48-30(45)17(11-47-28(16)43)32-26(41)14-5-2-8-20(35)23(14)38/h1-9,16-18,34-39H,10-12H2,(H,31 ,40)(H,32,41)(H,33,42)",SERBHKJMVBATSJ-UHFFFAOYSA-N,O1CC(NC(=O)c2cccc(O)c2O)C(OCC(NC(=O)c2cccc(O)c2O)C(OCC(NC(=O)c2cccc(O)c2O)C1=O)=O)=O,C10H11N3O3S,669.552,0.4930,9,502.13,3,456.63495,0,"<I>N</I>-[7,11-bis[(2,3-dihydroxybenzoyl)amino]-2,6,10-trioxo-1,5,9-trioxacyclododec-3-yl]-2,3-dihydroxy-benzamide"
"InChI=1S/C30H50O/c1-24(2)14-11-17-27(5)20-12-18-25(3)15-9-10-16-26(4)19-13-21-28(6)22-23-29-30(7,8)31-29/h14-16,20-21,29H,9-13,17-19,22-23H2,1-8H3",QYIMSPSDBYKPPY-UHFFFAOYSA-N,O1C(C)(C)C1CCC(=CCCC(=CCCC=C(CCC=C(CCC=C(C)C)C)C)C)C,C10H12O3,426.729,5.6460,15,469.63,1,56.350368,1,"2,2-dimethyl-3-[(3<I>E</I>,7<I>Z</I>,11<I>E</I>,15<I>Z</I>)-3,7,12,16,20-pentamethylhenicosa-3,7,11,15,19-pentaenyl]oxirane"
"InChI=1S/C6H6N2O/c9-8-5-6-2-1-3-7-4-6/h1-5,9H",YBKOPFQCLSPTPV-UHFFFAOYSA-N,ON=Cc1cccnc1,C12H7Cl3O2,122.127,0.8460,1,118.25,0,110.88277,0,(3<I>E</I>)-pyridine-3-carbaldehyde oxime
"InChI=1S/C4H9O8P/c5-2(3(6)4(7)8)1-12-13(9,10)11/h2-3,5-6H,1H2,(H,7,8)(H2,9,10,11)/p-1",ZCZXOHUILRHRQJ-UHFFFAOYSA-M,P(OCC(O)C(O)C(=O)[O-])(O)(O)=O,C13H10N2O3S,215.07399,-2.8110,5,133.50,0,299.37009,1,"2,3-dihydroxy-4-phosphonooxy-butanoate"
"InChI=1S/C4H9O8P/c5-2(3(6)4(7)8)1-12-13(9,10)11/h2-3,5-6H,1H2,(H,7,8)(H2,9,10,11)",ZCZXOHUILRHRQJ-UHFFFAOYSA-N,P(OCC(O)C(O)C(O)=O)(O)(O)=O,C13H18O2,216.082,-2.9320,5,133.50,0,309.02805,1,"2,3-dihydroxy-4-phosphonooxy-butanoic acid"
"InChI=1S/C4H9O7P/c5-1-3(6)4(7)2-11-12(8,9)10/h1,3-4,6-7H,2H2,(H2,8,9,10)",NGHMDNPXVRFFGS-UHFFFAOYSA-N,P(OCC(O)C(O)C=O)(O)(O)=O,C13H9Cl3N2O,200.08299,-2.6820,5,126.75,0,288.02167,0,"(2,3-dihydroxy-4-oxo-butyl) dihydrogen phosphate"
"InChI=1S/C18H22O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-16,19H,2,4,6-9H2,1H3",DNXHEGUUPJUMQT-UHFFFAOYSA-N,Oc1cc2CCC3C4CCC(=O)C4(CCC3c2cc1)C,C14H12O3,270.37198,3.2400,0,247.25,0,84.156258,1,"3-hydroxy-13-methyl-7,8,9,11,12,14,15,16-octahydro-6<I>H</I>-cyclopenta[a]phenanthren-17-one"
"InChI=1S/C18H22O5S/c1-18-9-8-14-13-5-3-12(23-24(20,21)22)10-11(13)2-4-15(14)16(18)6-7-17(18)19/h3,5,10,14-16H,2,4,6-9H2,1H3,(H,20,21,22)",JKKFKPJIXZFSSB-UHFFFAOYSA-N,S(Oc1cc2CCC3C4CCC(=O)C4(CCC3c2cc1)C)(O)(=O)=O,C15H12N2O,350.435,2.5870,2,279.75,0,168.33943,0,"(13-methyl-17-oxo-7,8,9,11,12,14,15,16-octahydro-6<I>H</I>-cyclopenta[a]phenanthren-3-yl) hydrogen sulfate"
"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",LFQSCWFLJHTTHZ-UHFFFAOYSA-N,OCC,C4H4KNO4S,46.069,-0.0630,0,47.63,0,66.282143,1,ethanol
"InChI=1S/C27H33N9O15P2/c1-10-3-12-13(4-11(10)2)35(24-18(32-12)25(42)34-27(43)33-24)5-14(37)19(39)15(38)6-48-52(44,45)51-53(46,47)49-7-16-20(40)21(41)26(50-16)36-9-31-17-22(28)29-8-30-23(17)36/h3-4,8-9 ,14-16,19-21,26,37-41H,5-7H2,1-2H3,(H,44,45)(H,46,47)(H",VWWQXMAJTJZDQX-UHFFFAOYSA-N,P(OCC1OC(n2c3ncnc(N)c3nc2)C(O)C1O)(OP(OCC(O)C(O)C(O)CN1C2=NC(=O)NC(=O)C2=Nc2cc(C)c(cc12)C)(O)=O)(O)=O,C7H6O3,785.55701,-4.4529,13,583.38,3,608.42383,1,"[[5-(6-aminopurin-9-yl)-3,4-dihydroxy-tetrahydrofuran-2-yl]methoxy-hydroxy-phosphoryl] [5-(7,8-dimethyl-2,4-dioxo-benzo[g]pteridin-10-yl)-2,3,4-trihydroxy-pentyl] hydrogen phosphate"
"InChI=1S/C15H26N6O13P2/c16-1-6(22)10(24)7(23)2-31-35(27,28)34-36(29,30)32-3-8-11(25)12(26)15(33-8)21-5-20-9-13(17)18-4-19-14(9)21/h4-8,10-12,15,22-26H,1-3,16H2,(H,27,28)(H,29,30)(H2,17,18,19)",JFHZDRWPWXRIBP-UHFFFAOYSA-N,P(OCC1OC(n2c3ncnc(N)c3nc2)C(O)C1O)(OP(OCC(O)C(O)C(O)CN)(O)=O)(O)=O,C7H8N4O2,560.34998,-6.2799,12,384.63,3,518.07007,0,"[[5-(6-aminopurin-9-yl)-3,4-dihydroxy-tetrahydrofuran-2-yl]methoxy-hydroxy-phosphoryl] (5-amino-2,3,4-trihydroxy-pentyl) hydrogen phosphate"
"InChI=1S/C27H35N9O15P2/c1-10-3-12-13(4-11(10)2)35(24-18(32-12)25(42)34-27(43)33-24)5-14(37)19(39)15(38)6-48-52(44,45)51-53(46,47)49-7-16-20(40)21(41)26(50-16)36-9-31-17-22(28)29-8-30-23(17)36/h3-4,8-9 ,14-16,19-21,26,32,37-41H,5-7H2,1-2H3,(H,44,45)(H,46,47",YPZRHBJKEMOYQH-UHFFFAOYSA-N,P(OCC1OC(n2c3ncnc(N)c3nc2)C(O)C1O)(OP(OCC(O)C(O)C(O)CN1C=2NC(=O)NC(=O)C=2Nc2cc(C)c(cc12)C)(O)=O)(O)=O,C8H10N4O2,787.573,-4.1719,13,583.38,3,618.28479,1,"[[5-(6-aminopurin-9-yl)-3,4-dihydroxy-tetrahydrofuran-2-yl]methoxy-hydroxy-phosphoryl] [5-(7,8-dimethyl-2,4-dioxo-1,5-dihydrobenzo[g]pteridin-10-yl)-2,3,4-trihydroxy-pentyl] hydrogen phosphate"
"InChI=1S/C15H28O7P2/c1-13(2)7-5-8-14(3)9-6-10-15(4)11-12-21-24(19,20)22-23(16,17)18/h7,9,11H,5-6,8,10,12H2,1-4H3,(H,19,20)(H2,16,17,18)",VWFJDQUYCIWHTN-UHFFFAOYSA-N,P(OCC=C(CCC=C(CCC=C(C)C)C)C)(OP(O)(O)=O)(O)=O,C8H14ClN5,382.32999,0.3690,11,310.88,0,274.12805,0,"phosphono [(2<I>E</I>,6<I>E</I>)-3,7,11-trimethyldodeca-2,6,10-trienyl] hydrogen phosphate"
"InChI=1S/C40H66O/c1-33(2)17-10-18-34(3)19-11-20-35(4)21-12-22-36(5)23-13-24-37(6)25-14-26-38(7)27-15-28-39(8)29-16-30-40(9)31-32-41/h17,19,21,23,25,27,29,31,41H,10-16,18,20,22,24,26,28,30,32H2,1-9H3",BZORESSIXXHLNB-UHFFFAOYSA-N,OCC=C(CCC=C(CCC=C(CCC=C(CCC=C(CCC=C(CCC=C(CCC=C(C)C)C)C)C)C)C)C)C,C8H8O3,562.96698,6.4580,22,624.13,2,138.9317,1,"(2<I>E</I>,6<I>E</I>,10<I>E</I>,14<I>E</I>,18<I>E</I>,22<I>E</I>,26<I>E</I>)-3,7,11,15,19,23,27,31-octamethyldotriaconta-2,6,10,14,18,22,26,30-octaen-1-ol"
"InChI=1S/C40H68O7P2/c1-33(2)17-10-18-34(3)19-11-20-35(4)21-12-22-36(5)23-13-24-37(6)25-14-26-38(7)27-15-28-39(8)29-16-30-40(9)31-32-46-49(44,45)47-48(41,42)43/h17,19,21,23,25,27,29,31H,10-16,18,20,22, 24,26,28,30,32H2,1-9H3,(H,44,45)(H2,41,42,43)",IKKLDISSULFFQO-UHFFFAOYSA-N,P(OC\C=C(\CC\C=C(\CC\C=C(\CC\C=C(\CC\C=C(\CC\C=C(\CC\C=C(\CCC=C(C)C)/C)/C)/C)/C)/C)/C)/C)(OP(O)(O)=O)(O)=O,C8H9NO2,722.92499,4.6890,26,687.13,2,299.80695,1,"[(2<I>E</I>,6<I>E</I>,10<I>E</I>,14<I>E</I>,18<I>E</I>,22<I>E</I>,26<I>E</I>)-3,7,11,15,19,23,27,31-octamethyldotriaconta-2,6,10,14,18,22,26,30-octaenyl] phosphono hydrogen phosphate"
"InChI=1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)",KSEBMYQBYZTDHS-UHFFFAOYSA-N,O(C)c1cc(ccc1O)C=CC(O)=O,C9H10O3,194.18599,1.9100,3,178.75,0,178.65253,0,(<I>E</I>)-3-(4-hydroxy-3-methoxy-phenyl)prop-2-enoic acid
"InChI=1S/C17H21N4O9P/c1-7-3-9-10(4-8(7)2)21(15-13(18-9)16(25)20-17(26)19-15)5-11(22)14(24)12(23)6-30-31(27,28)29/h3-4,11-12,14,22-24H,5-6H2,1-2H3,(H,20,25,26)(H2,27,28,29)",FVTCRASFADXXNN-UHFFFAOYSA-N,P(OCC(O)C(O)C(O)CN1C2=NC(=O)NC(=O)C2=Nc2cc(C)c(cc12)C)(O)(O)=O,C9H8O2,456.34799,-2.0990,7,349.13,2,374.51416,1,"[5-(7,8-dimethyl-2,4-dioxo-benzo[g]pteridin-10-yl)-2,3,4-trihydroxy-pentyl] dihydrogen phosphate"
"InChI=1S/C17H23N4O9P/c1-7-3-9-10(4-8(7)2)21(15-13(18-9)16(25)20-17(26)19-15)5-11(22)14(24)12(23)6-30-31(27,28)29/h3-4,11-12,14,18,22-24H,5-6H2,1-2H3,(H2,27,28,29)(H2,19,20,25,26)",YTNIXZGTHTVJBW-UHFFFAOYSA-N,P(OCC(O)C(O)C(O)CN1C=2NC(=O)NC(=O)C=2Nc2cc(C)c(cc12)C)(O)(O)=O,C10H11ClO3,458.36398,-1.8180,7,349.13,2,355.2146,0,"[5-(7,8-dimethyl-2,4-dioxo-1,5-dihydrobenzo[g]pteridin-10-yl)-2,3,4-trihydroxy-pentyl] dihydrogen phosphate"
InChI=1S/CH2O/c1-2/h1H2,WSFSSNUMVMOOMR-UHFFFAOYSA-N,O=C,C10H11N3O3S,30.025999,-0.2000,0,32.25,0,100.99217,1,formaldehyde
"InChI=1S/CH3NO/c2-1-3/h1H,(H2,2,3)",ZHNUHDYFZUAESO-UHFFFAOYSA-N,O=CN,C10H12O3,45.041,-0.8360,0,40.00,0,150.17352,1,formamide
"InChI=1S/C22H36N7O17P3S/c1-22(2,17(33)20(34)25-4-3-13(31)24-5-6-50-11-30)8-43-49(40,41)46-48(38,39)42-7-12-16(45-47(35,36)37)15(32)21(44-12)29-10-28-14-18(23)26-9-27-19(14)29/h9-12,15-17,21,32-33H,3-8 H2,1-2H3,(H,24,31)(H,25,34)(H,38,39)(H,40,41)(H2,23,26,",SXMOKYXNAPLNCW-UHFFFAOYSA-N,S(CCNC(=O)CCNC(=O)C(O)C(COP(OP(OCC1OC(n2c3ncnc(N)c3nc2)C(O)C1OP(O)(O)=O)(O)=O)(O)=O)(C)C)C=O,C12H7Cl3O2,795.54999,-5.0559,22,551.25,3,677.24042,0,"<I>S</I>-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxy-tetrahydrofuran-2-yl]methoxy-hydroxy-phosphoryl]oxy-hydroxy-phosphoryl]oxy-2-hydroxy-3,3-dimethyl-butanoyl]amino]propanoylamino]eth yl] methanethioate"
"InChI=1S/C35H44N4O16/c40-19-36-16-23-15-21(18-55-23)17-54-22-3-1-20(2-4-22)13-14-37-28(41)10-7-26(34(50)51)39-30(43)11-8-27(35(52)53)38-29(42)9-5-24(32(46)47)25(33(48)49)6-12-31(44)45/h1-4,15,18-19,24 -27H,5-14,16-17H2,(H,36,40)(H,37,41)(H,38,42)(H,39,43)(",RGBIJPWAWLXPOC-UHFFFAOYSA-N,o1cc(cc1CNC=O)COc1ccc(cc1)CCNC(=O)CCC(NC(=O)CCC(NC(=O)CCC(C(CCC(O)=O)C(O)=O)C(O)=O)C(O)=O)C(O)=O,C13H10N2O3S,776.74896,-0.7790,31,655.88,3,575.03186,1,"7-[[1-carboxy-4-[[1-carboxy-4-[2-[4-[[5-(formamidomethyl)-3-furyl]methoxy]phenyl]ethylamino]-4-oxo-butyl]amino]-4-oxo-butyl]amino]-7-oxo-heptane-1,3,4-tricarboxylic acid"
"InChI=1S/C6H12O6/c7-1-3-4(9)5(10)6(11,2-8)12-3/h3-5,7-11H,1-2H2",RFSUNEUAIZKAJO-UHFFFAOYSA-N,O1C(O)(CO)C(O)C(O)C1CO,C13H18O2,180.15599,-2.4500,2,127.63,0,204.64941,0,"2,5-bis(hydroxymethyl)tetrahydrofuran-2,3,4-triol"
"InChI=1S/C6H13O9P/c7-1-3-4(8)5(9)6(10,15-3)2-14-16(11,12)13/h3-5,7-10H,1-2H2,(H2,11,12,13)",RHKKZBWRNHGJEZ-UHFFFAOYSA-N,P(OCC1(OC(CO)C(O)C1O)O)(O)(O)=O,C13H9Cl3N2O,260.13501,-3.3370,4,163.38,1,307.98978,1,"[2,3,4-trihydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]methyl dihydrogen phosphate"
"InChI=1S/C6H14O12P2/c7-4-3(1-16-19(10,11)12)18-6(9,5(4)8)2-17-20(13,14)15/h3-5,7-9H,1-2H2,(H2,10,11,12)(H2,13,14,15)",RNBGYGVWRKECFJ-UHFFFAOYSA-N,P(OCC1(OC(COP(O)(O)=O)C(O)C1O)O)(O)(O)=O,C14H12O3,340.11398,-4.2240,6,198.13,2,399.24173,1,"[2,3,4-trihydroxy-5-(phosphonooxymethyl)tetrahydrofuran-2-yl]methyl dihydrogen phosphate"
"InChI=1S/C6H13O9P/c7-2-6(10)5(9)4(8)3(15-6)1-14-16(11,12)13/h3-5,7-10H,1-2H2,(H2,11,12,13)",BGWGXPAPYGQALX-UHFFFAOYSA-N,P(OCC1OC(O)(CO)C(O)C1O)(O)(O)=O,C15H12N2O,260.13501,-3.3370,4,163.13,1,291.59918,0,"[3,4,5-trihydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]methyl dihydrogen phosphate"
"InChI=1S/C12H22N2O7/c13-6(12(19)20)3-1-2-4-14-11-10(18)9(17)8(16)7(5-15)21-11/h6-9,11,14-17H,1-5,13H2,(H,19,20)",ZRMPOBPOYIGDMF-UHFFFAOYSA-N,O1C(CO)C(O)C(O)C(=O)C1NCCCCC(N)C(O)=O,C4H4KNO4S,306.315,-4.8637,8,246.75,1,320.05435,1,"2-amino-6-[[4,5-dihydroxy-6-(hydroxymethyl)-3-oxo-tetrahydropyran-2-yl]amino]hexanoic acid"
"InChI=1S/C12H23N2O10P/c13-6(12(18)19)3-1-2-4-14-11-10(17)9(16)8(15)7(24-11)5-23-25(20,21)22/h6-9,11,14-16H,1-5,13H2,(H,18,19)(H2,20,21,22)",BZFCRRVQZCIOBA-UHFFFAOYSA-N,P(OCC1OC(NCCCCC(N)C(O)=O)C(=O)C(O)C1O)(O)(O)=O,C7H6O3,386.29401,-5.7507,10,277.88,2,429.63892,0,"2-amino-6-[[4,5-dihydroxy-3-oxo-6-(phosphonooxymethyl)tetrahydropyran-2-yl]amino]hexanoic acid"
"InChI=1S/C6H10O7/c7-1-2-3(8)4(9)6(12,13-2)5(10)11/h2-4,7-9,12H,1H2,(H,10,11)",XPFSDLKBUIGDJW-UHFFFAOYSA-N,O1C(O)(C(O)=O)C(O)C(O)C1CO,C7H8N4O2,194.13899,-2.2510,2,132.88,0,243.88997,1,"2,3,4-trihydroxy-5-(hydroxymethyl)tetrahydrofuran-2-carboxylic acid"
"InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)",VZCYOOQTPOCHFL-UHFFFAOYSA-N,OC(=O)\C=C\C(O)=O,C8H10N4O2,116.072,-0.0560,2,93.38,0,207.21075,1,fumaric acid
"InChI=1S/C3H7O7P/c4-2(3(5)6)1-10-11(7,8)9/h2,4H,1H2,(H,5,6)(H2,7,8,9)",OSJPPGNTCRNQQC-UHFFFAOYSA-N,P(OCC(O)C(O)=O)(O)(O)=O,C8H14ClN5,186.056,-2.3590,4,114.88,0,288.37335,0,2-hydroxy-3-phosphonooxy-propanoic acid
"InChI=1S/C7H15NO2/c1-8(2,3)6-4-5-7(9)10/h4-6H2,1-3H3",JHPNVNIEXXLNTR-UHFFFAOYSA-N,O=C([O-])CCC[N+](C)(C)C,C8H8O3,145.202,0.0020,4,136.75,0,130.24748,1,4-(trimethylammonio)butanoate
"InChI=1S/C28H49N8O17P3S/c1-28(2,23(40)26(41)31-9-8-18(37)30-10-12-57-19(38)7-6-11-36(3,4)5)14-50-56(47,48)53-55(45,46)49-13-17-22(52-54(42,43)44)21(39)27(51-17)35-16-34-20-24(29)32-15-33-25(20)35/h15- 17,21-23,27,39-40H,6-14H2,1-5H3,(H7-,29,30,31,32,33,37,",QAMRRBGWSPTAEJ-UHFFFAOYSA-O,S(C(=O)CCC[N+](C)(C)C)CCNC(=O)CCNC(=O)C(O)C(COP(OP(OCC1OC(n2c3ncnc(N)c3nc2)C(O)C1OP(O)(O)=O)(O)=O)(O)=O)(C)C,C8H9NO2,895.73499,-5.0729,26,651.38,3,661.40015,0,"[4-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxy-tetrahydrofuran-2-yl]methoxy-hydroxy-phosphoryl]oxy-hydroxy-phosphoryl]oxy-2-hydroxy-3,3-dimethyl-butanoyl]amino]propanoylamino]ethylsulf anyl]-4-oxo-butyl]-trimethyl-ammonium"
InChI=1S/C6H6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-6H,JLYXXMFPNIAWKQ-UHFFFAOYSA-N,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,C9H10O3,290.832,3.9880,0,177.13,0,324.71829,1,"1,2,3,4,5,6-hexachlorocyclohexane"
"InChI=1S/C6H5Cl5/c7-2-1-3(8)5(10)6(11)4(2)9/h1-2,4-6H",MQYAVRUCONBHOR-UHFFFAOYSA-N,ClC1C(Cl)C(Cl)C=C(Cl)C1Cl,C9H8O2,254.37099,3.9530,0,161.38,0,226.00713,1,"1,3,4,5,6-pentachlorocyclohexene"
"InChI=1S/C3H7O6P/c4-1-3(5)2-9-10(6,7)8/h1,3,5H,2H2,(H2,6,7,8)",LXJXRIRHZLFYRP-UHFFFAOYSA-N,P(OCC(O)C=O)(O)(O)=O,C10H11ClO3,170.05699,-2.1090,4,107.63,0,235.45894,0,(2-hydroxy-3-oxo-propyl) dihydrogen phosphate
"InChI=1S/C10H15N5O11P2/c11-10-13-7-4(8(18)14-10)12-2-15(7)9-6(17)5(16)3(25-9)1-24-28(22,23)26-27(19,20)21/h2-3,5-6,9,16-17H,1H2,(H,22,23)(H2,19,20,21)(H3,11,13,14,18)",QGWNDRXFNXRZMB-UHFFFAOYSA-N,P(OCC1OC(n2c3NC(=NC(=O)c3nc2)N)C(O)C1O)(OP(O)(O)=O)(O)=O,C10H11N3O3S,443.202,-3.9890,6,287.38,2,459.48306,1,"[5-(2-amino-6-oxo-3<I>H</I>-purin-9-yl)-3,4-dihydroxy-tetrahydrofuran-2-yl]methyl phosphono hydrogen phosphate"
"InChI=1S/C16H23N5O15P2/c1-4-7(22)9(24)11(26)15(33-4)35-38(30,31)36-37(28,29)32-2-5-8(23)10(25)14(34-5)21-3-18-6-12(21)19-16(17)20-13(6)27/h3-5,8-11,14-15,23-26H,2H2,1H3,(H,28,29)(H,30,31)(H3,17,19,20, 27)",PNHLMHWWFOPQLK-UHFFFAOYSA-N,P(OC1OC(C)C(=O)C(O)C1O)(OP(OCC1OC(n2c3NC(=NC(=O)c3nc2)N)C(O)C1O)(O)=O)(O)=O,C10H12O3,587.328,-4.9110,8,399.00,3,502.60165,0,"[[5-(2-amino-6-oxo-3<I>H</I>-purin-9-yl)-3,4-dihydroxy-tetrahydrofuran-2-yl]methoxy-hydroxy-phosphoryl] (3,4-dihydroxy-6-methyl-5-oxo-tetrahydropyran-2-yl) hydrogen phosphate"
"InChI=1S/C16H25N5O16P2/c17-16-19-12-6(13(28)20-16)18-3-21(12)14-10(26)8(24)5(34-14)2-33-38(29,30)37-39(31,32)36-15-11(27)9(25)7(23)4(1-22)35-15/h3-5,7-11,14-15,22-27H,1-2H2,(H,29,30)(H,31,32)(H3,17,19 ,20,28)",MVMSCBBUIHUTGJ-UHFFFAOYSA-N,P(OC1OC(CO)C(O)C(O)C1O)(OP(OCC1OC(n2c3NC(=NC(=O)c3nc2)N)C(O)C1O)(O)=O)(O)=O,C12H7Cl3O2,605.34302,-6.0740,9,404.75,3,548.99731,1,"[[5-(2-amino-6-oxo-3<I>H</I>-purin-9-yl)-3,4-dihydroxy-tetrahydrofuran-2-yl]methoxy-hydroxy-phosphoryl] [3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydropyran-2-yl] hydrogen phosphate"
"InChI=1S/C10H18N5O20P5/c11-10-13-7-4(8(17)14-10)12-2-15(7)9-5(16)6(32-39(26,27)33-36(18,19)20)3(31-9)1-30-38(24,25)35-40(28,29)34-37(21,22)23/h2-3,5-6,9,16H,1H2,(H,24,25)(H,26,27)(H,28,29)(H2,18,19,20 )(H2,21,22,23)(H3,11,13,14,17)",KCPMACXZAITQAX-UHFFFAOYSA-N,P(OC1C(O)C(OC1COP(OP(OP(O)(O)=O)(O)=O)(O)=O)n1c2NC(=NC(=O)c2nc1)N)(OP(O)(O)=O)(O)=O,C13H10N2O3S,683.13898,-6.6400,12,387.38,3,737.29553,1,[5-(2-amino-6-oxo-3<I>H</I>-purin-9-yl)-4-hydroxy-2-[[hydroxy-[hydroxy(phosphonooxy)phosphoryl]oxy-phosphoryl]oxymethyl]tetrahydrofuran-3-yl] phosphono hydrogen phosphate
"InChI=1S/C10H20O7P2/c1-9(2)5-4-6-10(3)7-8-16-19(14,15)17-18(11,12)13/h5,7H,4,6,8H2,1-3H3,(H,14,15)(H2,11,12,13)",GVVPGTZRZFNKDS-UHFFFAOYSA-N,P(OCC=C(CCC=C(C)C)C)(OP(O)(O)=O)(O)=O,C13H18O2,314.211,-0.4950,8,236.88,0,253.7877,0,"[(2<I>E</I>)-3,7-dimethylocta-2,6-dienyl] phosphono hydrogen phosphate"
"InChI=1S/C20H36O7P2/c1-17(2)9-6-10-18(3)11-7-12-19(4)13-8-14-20(5)15-16-26-29(24,25)27-28(21,22)23/h9,11,13,15H,6-8,10,12,14,16H2,1-5H3,(H,24,25)(H2,21,22,23)",OINNEUNVOZHBOX-UHFFFAOYSA-N,P(OC\C=C(\CC\C=C(\CC\C=C(\CCC=C(C)C)/C)/C)/C)(OP(O)(O)=O)(O)=O,C13H9Cl3N2O,450.44901,1.2330,14,386.00,0,255.98964,1,"phosphono [(2<I>E</I>,6<I>E</I>,10<I>E</I>)-3,7,11,15-tetramethylhexadeca-2,6,10,14-tetraenyl] hydrogen phosphate"
"InChI=1S/C6H10O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-5,7-10H,1H2",PHOQVHQSTUBQQK-UHFFFAOYSA-N,O1C(CO)C(O)C(O)C(O)C1=O,C14H12O3,178.14,-2.5850,1,128.13,0,214.9949,0,"3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydropyran-2-one"
"InChI=1S/C6H14O12P2/c7-3-2(1-16-19(10,11)12)17-6(5(9)4(3)8)18-20(13,14)15/h2-9H,1H2,(H2,10,11,12)(H2,13,14,15)",RWHOZGRAXYWRNX-UHFFFAOYSA-N,P(OC1OC(COP(O)(O)=O)C(O)C(O)C1O)(O)(O)=O,C15H12N2O,340.11398,-4.7060,5,200.50,2,398.70914,1,"[3,4,5-trihydroxy-6-(phosphonooxymethyl)tetrahydropyran-2-yl] dihydrogen phosphate"
"InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)",ZDXPYRJPNDTMRX-UHFFFAOYSA-N,OC(=O)C(N)CCC(=O)N,C4H4KNO4S,146.146,-4.0977,4,118.50,0,251.7597,1,"2,5-diamino-5-oxo-pentanoic acid"
"InChI=1S/C6H13NO5/c7-3-5(10)4(9)2(1-8)12-6(3)11/h2-6,8-11H,1,7H2",MSWZFWKMSRAUBD-UHFFFAOYSA-N,O1C(CO)C(O)C(O)C(N)C1O,C7H6O3,179.172,-3.1540,1,130.00,1,231.21217,0,"3-amino-6-(hydroxymethyl)tetrahydropyran-2,4,5-triol"
"InChI=1S/C6H14NO8P/c7-3-5(10)4(9)2(1-8)14-6(3)15-16(11,12)13/h2-6,8-10H,1,7H2,(H2,11,12,13)",YMJBYRVFGYXULK-UHFFFAOYSA-N,P(OC1OC(CO)C(O)C(O)C1N)(O)(O)=O,C7H8N4O2,259.151,-4.0410,3,168.13,1,331.37122,1,"[3-amino-4,5-dihydroxy-6-(hydroxymethyl)tetrahydropyran-2-yl] dihydrogen phosphate"
"InChI=1S/C26H40N7O19P3S/c1-26(2,21(39)24(40)29-7-6-15(34)28-8-9-56-17(37)5-3-4-16(35)36)11-49-55(46,47)52-54(44,45)48-10-14-20(51-53(41,42)43)19(38)25(50-14)33-13-32-18-22(27)30-12-31-23(18)33/h3,5,12 -14,19-21,25,38-39H,4,6-11H2,1-2H3,(H,28,34)(H,29,40)(H",URTLOTISFJPPOU-UHFFFAOYSA-N,S(C(=O)C=CCC(O)=O)CCNC(=O)CCNC(=O)C(O)C(COP(OP(OCC1OC(n2c3ncnc(N)c3nc2)C(O)C1OP(O)(O)=O)(O)=O)(O)=O)(C)C,C8H10N4O2,879.62396,-4.9219,25,624.50,3,683.53217,0,"(<I>E</I>)-5-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxy-tetrahydrofuran-2-yl]methoxy-hydroxy-phosphoryl]oxy-hydroxy-phosphoryl]oxy-2-hydroxy-3,3-dimethyl-butanoyl]amino]propanoylamino ]ethylsulfanyl]-5-oxo-pent-3-enoic acid"
